id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
501243,Hyderabad,2011-05-05,Virender Sehwag,Rajiv Gandhi International Stadium,0,Deccan Chargers,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,,Asad Rauf,Amiesh Saheba,0,0,0,0,Deccan Chargers
501244,Bangalore,2011-05-06,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Royal Challengers Bangalore,runs,85.0,,Aleem Dar,Russell Tiffin,0,0,0,0,Royal Challengers Bangalore
501245,Kolkata,2011-05-07,Iqbal Abdulla,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,runs,10.0,D/L,Asad Rauf,Paul Reiffel,0,0,0,0,Kolkata Knight Riders
501246,Mumbai,2011-05-07,Ambati Rayudu,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,32.0,,Krishna Hariharan,Simon Taufel,0,0,0,0,Mumbai Indians
501247,Bangalore,2011-05-08,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,wickets,9.0,,Aleem Dar,Sanjay Hazare,0,0,0,0,Royal Challengers Bangalore
501248,Chandigarh,2011-05-08,Rahul Sharma,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,bat,Pune Warriors India,wickets,5.0,,Shavir Tarapore,Rod Tucker,0,0,0,0,Kings XI Punjab
501249,Jaipur,2011-05-09,Murali Vijay,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,runs,63.0,,Krishna Hariharan,Simon Taufel,0,0,0,0,Rajasthan Royals
501250,Hyderabad,2011-05-10,Mitchell Marsh,Rajiv Gandhi International Stadium,0,Deccan Chargers,Pune Warriors India,Deccan Chargers,bat,Pune Warriors India,wickets,6.0,,Asad Rauf,Amiesh Saheba,0,0,0,0,Deccan Chargers
501251,Chandigarh,2011-05-10,Bhargav Bhatt,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,76.0,,Shavir Tarapore,Rod Tucker,0,0,0,0,Kings XI Punjab
501252,Jaipur,2011-05-11,Sreenath Aravind,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,,Kumar Dharmasena,Krishna Hariharan,0,0,0,0,Rajasthan Royals
501253,Chennai,2011-05-12,Mahendra Singh Dhoni,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,18.0,,Amiesh Saheba,Suresh Shastri,0,0,0,0,Chennai Super Kings
501254,Indore,2011-05-13,Dinesh Karthik,Holkar Cricket Stadium,0,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,,Sudhir Asnani,Rod Tucker,0,0,0,0,Kochi Tuskers Kerala
501255,Bangalore,2011-05-14,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4.0,D/L,Rudi Koertzen,Russell Tiffin,0,0,0,0,Royal Challengers Bangalore
501256,Mumbai,2011-05-14,Amit Mishra,Wankhede Stadium,0,Mumbai Indians,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,10.0,,Sundaram Ravi,Shavir Tarapore,0,0,0,0,Mumbai Indians
501257,Dharamsala,2011-05-15,Piyush Chawla,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,runs,29.0,,Asad Rauf,Suresh Shastri,0,0,0,0,Kings XI Punjab
501258,Indore,2011-05-15,Brad Hodge,Holkar Cricket Stadium,0,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,field,Kochi Tuskers Kerala,wickets,8.0,,Paul Reiffel,Rod Tucker,0,0,0,0,Kochi Tuskers Kerala
501259,Mumbai,2011-05-16,Amit Mishra,Dr DY Patil Sports Academy,0,Pune Warriors India,Deccan Chargers,Deccan Chargers,field,Deccan Chargers,wickets,6.0,,Sundaram Ravi,Shavir Tarapore,0,0,0,0,Pune Warriors India
501260,Dharamsala,2011-05-17,Adam Gilchrist,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,Kings XI Punjab,runs,111.0,,Asad Rauf,Amiesh Saheba,0,0,0,0,Kings XI Punjab
501261,Chennai,2011-05-18,Wriddhiman Saha,MA Chidambaram Stadium,0,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,Chennai Super Kings,runs,11.0,,Kumar Dharmasena,Rudi Koertzen,0,0,0,0,Chennai Super Kings
501262,Mumbai,2011-05-19,Yusuf Pathan,Dr DY Patil Sports Academy,0,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,,Sundaram Ravi,Simon Taufel,0,0,0,0,Pune Warriors India
501263,Mumbai,2011-05-20,Shane Watson,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,wickets,10.0,,Rudi Koertzen,Paul Reiffel,0,0,0,0,Mumbai Indians
501264,Dharamsala,2011-05-21,Shikhar Dhawan,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,field,Deccan Chargers,runs,82.0,,Asad Rauf,Amiesh Saheba,0,0,0,0,Kings XI Punjab
501265,Delhi,2011-05-21,,Arun Jaitley Stadium,0,Delhi Capitals,Pune Warriors India,Delhi Capitals,bat,no result,no result,no result,,Sanjay Hazare,Rod Tucker,0,0,0,0,Delhi Capitals
501266,Bangalore,2011-05-22,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,,Krishna Hariharan,Rudi Koertzen,0,0,0,0,Royal Challengers Bangalore
501267,Kolkata,2011-05-22,James Franklin,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,,Shavir Tarapore,Simon Taufel,0,0,0,0,Kolkata Knight Riders
501268,Mumbai,2011-05-24,Suresh Raina,Wankhede Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,,Asad Rauf,Simon Taufel,1,0,1,0,
501269,Mumbai,2011-05-25,Munaf Patel,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,wickets,4.0,,Asad Rauf,Simon Taufel,1,1,0,0,Mumbai Indians
501270,Chennai,2011-05-27,Chris Gayle,MA Chidambaram Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,43.0,,Asad Rauf,Simon Taufel,1,0,1,0,
501271,Chennai,2011-05-28,Murali Vijay,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,runs,58.0,,Asad Rauf,Simon Taufel,1,0,0,1,Chennai Super Kings
548306,Chennai,2012-04-04,Richard Levi,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,,Johan Cloete,Simon Taufel,0,0,0,0,Chennai Super Kings
548307,Kolkata,2012-04-05,Irfan Pathan,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8.0,,Sudhir Asnani,Kumar Dharmasena,0,0,0,0,Kolkata Knight Riders
548308,Mumbai,2012-04-06,Steve Smith,Wankhede Stadium,0,Mumbai Indians,Pune Warriors India,Mumbai Indians,field,Pune Warriors India,runs,28.0,,Anil Chaudhary,Simon Taufel,0,0,0,0,Mumbai Indians
548309,Jaipur,2012-04-06,Ajinkya Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,runs,31.0,,Billy Bowden,Shavir Tarapore,0,0,0,0,Rajasthan Royals
548310,Bangalore,2012-04-07,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,runs,20.0,,Sudhir Asnani,Sundaram Ravi,0,0,0,0,Royal Challengers Bangalore
548311,Visakhapatnam,2012-04-07,Ravindra Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Deccan Chargers,Chennai Super Kings,Deccan Chargers,field,Chennai Super Kings,runs,74.0,,Johan Cloete,Kumar Dharmasena,0,0,0,0,Deccan Chargers
548312,Jaipur,2012-04-08,Brad Hodge,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,22.0,,Billy Bowden,Vineet Kulkarni,0,0,0,0,Rajasthan Royals
548313,Pune,2012-04-08,Marlon Samuels,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Kings XI Punjab,Pune Warriors India,bat,Pune Warriors India,runs,22.0,,Subrat Das,Simon Taufel,0,0,0,0,Pune Warriors India
548314,Visakhapatnam,2012-04-09,Rohit Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Mumbai Indians,wickets,5.0,,Anil Chaudhary,Johan Cloete,0,0,0,0,Deccan Chargers
548315,Bangalore,2012-04-10,Lakshmipathy Balaji,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,42.0,,Sundaram Ravi,Rod Tucker,0,0,0,0,Royal Challengers Bangalore
548316,Delhi,2012-04-10,Morne Morkel,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Delhi Capitals,wickets,8.0,,Asad Rauf,Shavir Tarapore,0,0,0,0,Delhi Capitals
548317,Mumbai,2012-04-11,Kieron Pollard,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,27.0,,Aleem Dar,Bruce Oxenford,0,0,0,0,Mumbai Indians
548318,Chennai,2012-04-12,Faf du Plessis,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Chennai Super Kings,wickets,5.0,,Kumar Dharmasena,Rod Tucker,0,0,0,0,Chennai Super Kings
548319,Chandigarh,2012-04-12,Dimitri Mascarenhas,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,,Vineet Kulkarni,Shavir Tarapore,0,0,0,0,Kings XI Punjab
548320,Kolkata,2012-04-13,Shakib Al Hasan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,5.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Kolkata Knight Riders
548321,Delhi,2012-04-19,Kevin Pietersen,Arun Jaitley Stadium,0,Delhi Capitals,Deccan Chargers,Deccan Chargers,bat,Delhi Capitals,wickets,5.0,,Billy Bowden,Shavir Tarapore,0,0,0,0,Delhi Capitals
548322,Pune,2012-04-14,Jesse Ryder,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Chennai Super Kings,Chennai Super Kings,bat,Pune Warriors India,wickets,7.0,,Aleem Dar,Bruce Oxenford,0,0,0,0,Pune Warriors India
548323,Kolkata,2012-04-15,Sunil Narine,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,2.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Kolkata Knight Riders
548324,Bangalore,2012-04-15,Ajinkya Rahane,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,59.0,,Johan Cloete,Rod Tucker,0,0,0,0,Royal Challengers Bangalore
548325,Mumbai,2012-04-16,Shahbaz Nadeem,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,7.0,,Billy Bowden,Shavir Tarapore,0,0,0,0,Mumbai Indians
548326,Jaipur,2012-04-17,Brad Hodge,Sawai Mansingh Stadium,0,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Rajasthan Royals,wickets,5.0,,Aleem Dar,Bruce Oxenford,0,0,0,0,Rajasthan Royals
548327,Bangalore,2012-04-17,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,bat,Royal Challengers Bangalore,wickets,6.0,,Sudhir Asnani,Subrat Das,0,0,0,0,Royal Challengers Bangalore
548328,Chandigarh,2012-04-18,Gautam Gambhir,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,8.0,,Johan Cloete,Rod Tucker,0,0,0,0,Kings XI Punjab
548329,Hyderabad,2012-05-10,David Warner,Rajiv Gandhi International Stadium,0,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,Delhi Capitals,wickets,9.0,,Johan Cloete,Simon Taufel,0,0,0,0,Deccan Chargers
548330,Chennai,2012-04-19,Nuwan Kulasekara,MA Chidambaram Stadium,0,Chennai Super Kings,Pune Warriors India,Pune Warriors India,field,Chennai Super Kings,runs,13.0,,Asad Rauf,Subrat Das,0,0,0,0,Chennai Super Kings
548331,Chandigarh,2012-04-20,Chris Gayle,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5.0,,Sundaram Ravi,Rod Tucker,0,0,0,0,Kings XI Punjab
548332,Chennai,2012-04-21,Faf du Plessis,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,7.0,,Aleem Dar,Bruce Oxenford,0,0,0,0,Chennai Super Kings
548333,Delhi,2012-04-21,Sourav Ganguly,Arun Jaitley Stadium,0,Delhi Capitals,Pune Warriors India,Delhi Capitals,field,Pune Warriors India,runs,20.0,,Asad Rauf,Subrat Das,0,0,0,0,Delhi Capitals
548334,Mumbai,2012-04-22,Shaun Marsh,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Kings XI Punjab,wickets,6.0,,Sundaram Ravi,Rod Tucker,0,0,0,0,Mumbai Indians
548335,Cuttack,2012-04-22,Brett Lee,Barabati Stadium,0,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,,Billy Bowden,Shavir Tarapore,0,0,0,0,Deccan Chargers
548336,Jaipur,2012-04-23,AB de Villiers,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,runs,46.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Rajasthan Royals
548337,Pune,2012-04-24,Virender Sehwag,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Delhi Capitals,Pune Warriors India,bat,Delhi Capitals,wickets,8.0,,Sundaram Ravi,Rod Tucker,0,0,0,0,Pune Warriors India
548339,Chandigarh,2012-04-25,Ambati Rayudu,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,wickets,4.0,,Aleem Dar,Bruce Oxenford,0,0,0,0,Kings XI Punjab
548341,Pune,2012-04-26,Cameron White,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Deccan Chargers,Deccan Chargers,bat,Deccan Chargers,runs,18.0,,Sundaram Ravi,Rod Tucker,0,0,0,0,Pune Warriors India
548342,Delhi,2012-04-27,Virender Sehwag,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Delhi Capitals,runs,37.0,,Aleem Dar,Bruce Oxenford,0,0,0,0,Delhi Capitals
548343,Chennai,2012-04-28,Mandeep Singh,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Kings XI Punjab,runs,7.0,,Billy Bowden,Shavir Tarapore,0,0,0,0,Chennai Super Kings
548344,Kolkata,2012-04-28,Gautam Gambhir,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,47.0,,Asad Rauf,Billy Doctrove,0,0,0,0,Kolkata Knight Riders
548345,Delhi,2012-04-29,Virender Sehwag,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,Delhi Capitals,runs,1.0,,Sundaram Ravi,Rod Tucker,0,0,0,0,Delhi Capitals
548346,Mumbai,2012-04-29,Dale Steyn,Wankhede Stadium,0,Mumbai Indians,Deccan Chargers,Mumbai Indians,field,Mumbai Indians,wickets,5.0,,Anil Chaudhary,Bruce Oxenford,0,0,0,0,Mumbai Indians
548347,Chennai,2012-04-30,Gautam Gambhir,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,,Billy Bowden,Chettithody Shamshuddin,0,0,0,0,Chennai Super Kings
548348,Cuttack,2012-05-01,Kumar Sangakkara,Barabati Stadium,0,Deccan Chargers,Pune Warriors India,Deccan Chargers,bat,Deccan Chargers,runs,13.0,,Aleem Dar,Anil Chaudhary,0,0,0,0,Deccan Chargers
548349,Jaipur,2012-05-01,Pawan Negi,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Delhi Capitals,wickets,6.0,,Johan Cloete,Simon Taufel,0,0,0,0,Rajasthan Royals
548350,Bangalore,2012-05-02,Azhar Mahmood,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4.0,,Billy Bowden,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
548351,Pune,2012-05-03,Lasith Malinga,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,1.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Pune Warriors India
548352,Chennai,2012-05-04,Suresh Raina,MA Chidambaram Stadium,0,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,runs,10.0,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Chennai Super Kings
548353,Kolkata,2012-05-05,Sunil Narine,Eden Gardens,0,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,7.0,,Billy Bowden,Shavir Tarapore,0,0,0,0,Kolkata Knight Riders
548354,Chandigarh,2012-05-05,Shane Watson,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,43.0,,Johan Cloete,Simon Taufel,0,0,0,0,Kings XI Punjab
548355,Mumbai,2012-05-06,Dwayne Smith,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,wickets,2.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Mumbai Indians
548356,Bangalore,2012-05-06,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,5.0,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Royal Challengers Bangalore
548357,Delhi,2012-05-07,Jacques Kallis,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,6.0,,Johan Cloete,Sundaram Ravi,0,0,0,0,Delhi Capitals
548358,Pune,2012-05-08,Shane Watson,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Rajasthan Royals,Pune Warriors India,bat,Rajasthan Royals,wickets,7.0,,Asad Rauf,Billy Doctrove,0,0,0,0,Pune Warriors India
548359,Hyderabad,2012-05-08,Mandeep Singh,Rajiv Gandhi International Stadium,0,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Kings XI Punjab,runs,25.0,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Deccan Chargers
548360,Mumbai,2012-05-09,Chris Gayle,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,9.0,,Billy Bowden,Vineet Kulkarni,0,0,0,0,Mumbai Indians
548361,Jaipur,2012-05-10,Benjamin Hilfenhaus,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
548362,Pune,2012-05-11,Chris Gayle,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Royal Challengers Bangalore,Pune Warriors India,field,Royal Challengers Bangalore,runs,35.0,,Billy Bowden,Shavir Tarapore,0,0,0,0,Pune Warriors India
548363,Kolkata,2012-05-12,Rohit Sharma,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,27.0,,Sundaram Ravi,Simon Taufel,0,0,0,0,Kolkata Knight Riders
548364,Chennai,2012-05-12,Benjamin Hilfenhaus,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,Chennai Super Kings,wickets,9.0,,Subrat Das,Billy Doctrove,0,0,0,0,Chennai Super Kings
548365,Jaipur,2012-05-13,Ajit Chandila,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors India,Rajasthan Royals,bat,Rajasthan Royals,runs,45.0,,Billy Bowden,Shavir Tarapore,0,0,0,0,Rajasthan Royals
548366,Chandigarh,2012-05-13,David Hussey,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,Kings XI Punjab,wickets,4.0,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Kings XI Punjab
548367,Bangalore,2012-05-14,Ambati Rayudu,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,,Subrat Das,Billy Doctrove,0,0,0,0,Royal Challengers Bangalore
548368,Kolkata,2012-05-14,Michael Hussey,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,5.0,,Johan Cloete,Simon Taufel,0,0,0,0,Kolkata Knight Riders
548369,Delhi,2012-05-15,Umesh Yadav,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,bat,Delhi Capitals,wickets,5.0,,Kumar Dharmasena,Bruce Oxenford,0,0,0,0,Delhi Capitals
548370,Mumbai,2012-05-16,Sunil Narine,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,runs,32.0,,Subrat Das,Billy Doctrove,0,0,0,0,Mumbai Indians
548371,Dharamsala,2012-05-17,Adam Gilchrist,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,,Vineet Kulkarni,Shavir Tarapore,0,0,0,0,Kings XI Punjab
548372,Delhi,2012-05-17,Chris Gayle,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,runs,21.0,,Kumar Dharmasena,Chettithody Shamshuddin,0,0,0,0,Delhi Capitals
548373,Hyderabad,2012-05-18,Dale Steyn,Rajiv Gandhi International Stadium,0,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,Deccan Chargers,wickets,5.0,,Sundaram Ravi,Simon Taufel,0,0,0,0,Deccan Chargers
548374,Dharamsala,2012-05-19,Umesh Yadav,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,,Billy Bowden,Vineet Kulkarni,0,0,0,0,Kings XI Punjab
548375,Pune,2012-05-19,Shakib Al Hasan,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,34.0,,Sudhir Asnani,Billy Doctrove,0,0,0,0,Pune Warriors India
548376,Hyderabad,2012-05-20,Dale Steyn,Rajiv Gandhi International Stadium,0,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,runs,9.0,,Sundaram Ravi,Simon Taufel,0,0,0,0,Deccan Chargers
548377,Jaipur,2012-05-20,Dwayne Smith,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,wickets,10.0,,Kumar Dharmasena,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
548378,Pune,2012-05-22,Yusuf Pathan,Maharashtra Cricket Association Stadium,1,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,18.0,,Billy Doctrove,Simon Taufel,1,0,1,0,
548379,Bangalore,2012-05-23,Mahendra Singh Dhoni,M.Chinnaswamy Stadium,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,runs,38.0,,Billy Bowden,Kumar Dharmasena,1,1,0,0,
548380,Chennai,2012-05-25,Murali Vijay,MA Chidambaram Stadium,0,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,runs,86.0,,Billy Doctrove,Simon Taufel,1,0,1,0,Chennai Super Kings
548381,Chennai,2012-05-27,Manvinder Bisla,MA Chidambaram Stadium,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,wickets,5.0,,Billy Bowden,Simon Taufel,1,0,0,1,Chennai Super Kings
597998,Kolkata,2013-04-03,Sunil Narine,Eden Gardens,0,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,,Sundaram Ravi,Simon Taufel,0,0,0,0,Kolkata Knight Riders
597999,Bangalore,2013-04-04,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,runs,2.0,,Vineet Kulkarni,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
598000,Hyderabad,2013-04-05,Amit Mishra,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,field,Sunrisers Hyderabad,runs,22.0,,Sundaram Ravi,Simon Taufel,0,0,0,0,Sunrisers Hyderabad
598001,Delhi,2013-04-06,Rahul Dravid,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,5.0,,Subrat Das,Chettithody Shamshuddin,0,0,0,0,Delhi Capitals
